DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,Magnitude,Magnitude Scale,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2003-0303-BGD,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,BGD,Bangladesh,Southern Asia,Asia,"Khagrachhari, Chittagong, Feni, Cox's Bazar, Lakshmipur, Comilla districts (Chittagong province), Bhola district (Barisal province), Netrakona, Jamalpur districts (Dhaka province), Sylhet province","Mousson rain, tidal surge","Slide (land, mud, snow, rock)",No,No,No,4230.0,Km2,"Shitalakhya, Balu, Buriganga, Feni",2003,6.0,19.0,2003,7.0,3.0,65.0,,500000.0,,500000.0,,,60.3732510662594,"[{""adm2_code"":5763,""adm2_name"":""Bhola""},{""adm2_code"":5770,""adm2_name"":""Chittagong""},{""adm2_code"":5771,""adm2_name"":""Comilla""},{""adm2_code"":5772,""adm2_name"":""Cox's Bazar""},{""adm2_code"":5773,""adm2_name"":""Feni""},{""adm2_code"":5774,""adm2_name"":""Khagrachhari""},{""adm2_code"":5775,""adm2_name"":""Lakshmipur""},{""adm2_code"":5782,""adm2_name"":""Jamalpur""},{""adm2_code"":5790,""adm2_name"":""Netrakona""}]",2004-02-13,2023-09-25
2003-0452-BGD,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000c3ex,,BGD,Bangladesh,Southern Asia,Asia,"Chittagong, Cox's Bazar, Rangamati districts (Chittagong province)",,"Slide (land, mud, snow, rock)",No,No,No,5.7,Moment Magnitude,,2003,7.0,26.0,2003,7.0,26.0,2.0,25.0,2500.0,,2525.0,,,60.3732510662594,"[{""adm2_code"":5770,""adm2_name"":""Chittagong""},{""adm2_code"":5772,""adm2_name"":""Cox's Bazar""},{""adm2_code"":5777,""adm2_name"":""Rangamati""}]",2004-01-14,2023-09-25
2003-0636-BGD,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,BGD,Bangladesh,Southern Asia,Asia,"Chittagong, Dhaka, Rajshahi, Rangpur provinces",,,No,No,No,,°C,,2003,12.0,15.0,2004,1.0,,153.0,200.0,,,200.0,,,60.3732510662594,"[{""adm1_code"":576,""adm1_name"":""Chittagong""},{""adm1_code"":577,""adm1_name"":""Dhaka""},{""adm1_code"":61362,""adm1_name"":""Rajshahi""},{""adm1_code"":61363,""adm1_name"":""Rangpur""}]",2004-01-16,2023-09-25
2003-0779-BGD,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,BGD,Bangladesh,Southern Asia,Asia,Barguna district (Barisal province),,,No,No,No,,Kph,,2003,12.0,20.0,2003,12.0,20.0,28.0,,,,,,,60.3732510662594,"[{""adm2_code"":5761,""adm2_name"":""Barguna""}]",2004-03-10,2023-09-25
2004-0049-BGD,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Nipah viral disease,BGD,Bangladesh,Southern Asia,Asia,"Manikganj, Rajbari, Jaipurhat, Naogang, Faridpur districts (Goalanda Upazilla)",,,No,No,No,,Vaccinated,,2004,1.0,4.0,2004,2.0,8.0,14.0,,42.0,,42.0,,,61.9895859343217,,2004-02-26,2023-09-25
2004-0166-BGD,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,BGD,Bangladesh,Southern Asia,Asia,"Mymensingh, Netrakona districts (Dhaka province)",,,No,Yes,No,120.0,Kph,,2004,4.0,14.0,2004,4.0,15.0,76.0,3000.0,,10000.0,13000.0,,,61.9895859343217,"[{""adm2_code"":5787,""adm2_name"":""Mymensingh""},{""adm2_code"":5790,""adm2_name"":""Netrakona""}]",2004-04-22,2023-09-25
2004-0174-BGD,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Nipah Viral Disease,BGD,Bangladesh,Southern Asia,Asia,Faridpur district,,,No,No,No,,Vaccinated,,2004,2.0,4.0,2004,4.0,20.0,18.0,,12.0,,12.0,,,61.9895859343217,,2004-06-30,2023-09-25
2004-0286-BGD,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,BGD,Bangladesh,Southern Asia,Asia,"Cox's Bazar, Tekhnaf areas (Cox's Bazar district, Chittagong province)",,Surge,No,No,No,,Kph,,2004,6.0,12.0,2004,6.0,13.0,153.0,,50.0,,50.0,,,61.9895859343217,"[{""adm2_code"":5772,""adm2_name"":""Cox's Bazar""}]",2004-07-01,2023-09-25
2004-0298-BGD,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,BGD,Bangladesh,Southern Asia,Asia,"Brahamanbaria, Comilla, Chandpur districts (Chittagong province), Kurigram, Rangpur, Gaibandha districts (Rangpur province), Bogra, Naogaon, Pabna, Serajganj districts (Rajshahi province), Sylhet, Dhaka provinces",Monsoon rain,"Broken Dam/Burst bank|Slide (land, mud, snow, rock)",Yes,Yes,No,21420.0,Km2,"Meghna, Ganges-Padma, Brahmaputra-Jamuna basins",2004,6.0,20.0,2004,8.0,3.0,730.0,,36000000.0,,36000000.0,2200000.0,3548983.0,61.9895859343217,"[{""adm1_code"":577,""adm1_name"":""Dhaka""},{""adm2_code"":5768,""adm2_name"":""Brahamanbaria""},{""adm2_code"":5769,""adm2_name"":""Chandpur""},{""adm2_code"":5771,""adm2_name"":""Comilla""},{""adm2_code"":5805,""adm2_name"":""Bogra""},{""adm2_code"":5811,""adm2_name"":""Naogaon""},{""adm2_code"":5815,""adm2_name"":""Pabna""},{""adm2_code"":5819,""adm2_name"":""Sirajganj""},{""adm2_code"":5807,""adm2_name"":""Gaibandha""},{""adm2_code"":5809,""adm2_name"":""Kurigram""},{""adm2_code"":5818,""adm2_name"":""Rangpur""}]",2005-12-01,2023-09-25
2004-0470-BGD,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,BGD,Bangladesh,Southern Asia,Asia,"Debidwar, Burichang, Cahndina, Chauddagram, Muradnagar areas (Comilla district, Chittagong province)",Monsoon rains,Broken Dam/Burst bank,No,No,No,,Km2,"Gumti, Kakri",2004,9.0,11.0,2004,9.0,18.0,20.0,,600000.0,,600000.0,,,61.9895859343217,"[{""adm2_code"":5771,""adm2_name"":""Comilla""}]",2005-03-25,2023-09-25
2004-0509-BGD,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,BGD,Bangladesh,Southern Asia,Asia,"Dhaka, Faridpur, Gopalganj districts (Dhaka province), Lakshmipur district (Chittagong province), Bogra, Rajshahi, Naogaon, Joypurhat, Sirajganj districts (Rajshahi province), Gaibandha, Kurigram districts (Rangpur province)",,Rain,No,No,No,,Km2,"Atrai, Chhoto Jamuna, Surma",2004,10.0,7.0,2004,10.0,18.0,11.0,200.0,271500.0,,271700.0,,,61.9895859343217,"[{""adm2_code"":5775,""adm2_name"":""Lakshmipur""},{""adm2_code"":5778,""adm2_name"":""Dhaka""},{""adm2_code"":5779,""adm2_name"":""Faridpur""},{""adm2_code"":5781,""adm2_name"":""Gopalganj""},{""adm2_code"":5805,""adm2_name"":""Bogra""},{""adm2_code"":5808,""adm2_name"":""Joypurhat""},{""adm2_code"":5811,""adm2_name"":""Naogaon""},{""adm2_code"":5817,""adm2_name"":""Rajshahi""},{""adm2_code"":5819,""adm2_name"":""Sirajganj""},{""adm2_code"":5807,""adm2_name"":""Gaibandha""},{""adm2_code"":5809,""adm2_name"":""Kurigram""}]",2004-11-02,2023-09-25
2004-0659-BGD,No,nat-geo-ear-tsu,Natural,Geophysical,Earthquake,Tsunami,,,BGD,Bangladesh,Southern Asia,Asia,"Barisal, Chittagong, Khulna provinces",,,No,No,No,9.1,Moment Magnitude,,2004,12.0,26.0,2004,12.0,26.0,2.0,,,,,500000.0,806587.0,61.9895859343217,"[{""adm1_code"":575,""adm1_name"":""Barisal""},{""adm1_code"":576,""adm1_name"":""Chittagong""},{""adm1_code"":578,""adm1_name"":""Khulna""}]",2014-03-27,2023-09-25
2004-0678-BGD,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,BGD,Bangladesh,Southern Asia,Asia,Sylhet province,,,No,No,No,,Kph,,2004,5.0,13.0,2004,5.0,13.0,10.0,50.0,,4000.0,4050.0,,,61.9895859343217,"[{""adm1_code"":580,""adm1_name"":""Sylhet""}]",2005-03-08,2023-09-25
2004-0679-BGD,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,BGD,Bangladesh,Southern Asia,Asia,Sunamganj district (Sylhet province),,,No,No,No,,Kph,,2004,7.0,17.0,2004,7.0,17.0,,100.0,1000.0,,1100.0,,,61.9895859343217,"[{""adm2_code"":5823,""adm2_name"":""Sunamganj""}]",2005-03-09,2023-09-25
2005-0130-BGD,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,BGD,Bangladesh,Southern Asia,Asia,"Gaibandha, Rangpur districts (Rangpur province), Chandpur district (Chittagong province), Habiganj district (Sylhet province), Faridpur, Kishoreganj, Manikganj, Munshiganj districts (Dhaka province)",,Rain,No,No,No,100.0,Kph,,2005,3.0,20.0,2005,3.0,23.0,79.0,1500.0,,10000.0,11500.0,,,64.0927402574269,"[{""adm2_code"":5769,""adm2_name"":""Chandpur""},{""adm2_code"":5779,""adm2_name"":""Faridpur""},{""adm2_code"":5783,""adm2_name"":""Kishoreganj""},{""adm2_code"":5785,""adm2_name"":""Manikganj""},{""adm2_code"":5786,""adm2_name"":""Munshiganj""},{""adm2_code"":5821,""adm2_name"":""Habiganj""},{""adm2_code"":5807,""adm2_name"":""Gaibandha""},{""adm2_code"":5818,""adm2_name"":""Rangpur""}]",2005-03-24,2023-09-25
2005-0190-BGD,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,BGD,Bangladesh,Southern Asia,Asia,"Manikganj district (Dhaka province), Natore, Sirajganj, Pabna districts (Rajshahi province)",,,No,No,No,,Kph,,2005,3.0,31.0,2005,3.0,31.0,24.0,500.0,,10000.0,10500.0,,,64.0927402574269,"[{""adm2_code"":5785,""adm2_name"":""Manikganj""},{""adm2_code"":5812,""adm2_name"":""Natore""},{""adm2_code"":5815,""adm2_name"":""Pabna""},{""adm2_code"":5819,""adm2_name"":""Sirajganj""}]",2005-04-11,2023-09-25
2005-0259-BGD,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,BGD,Bangladesh,Southern Asia,Asia,"Lakshmipur, Cox's Bazar districts (Chittagong province), Rajbari district (Dhaka province)",,,No,No,No,,Kph,,2005,5.0,21.0,2005,5.0,22.0,10.0,6.0,,,6.0,,,64.0927402574269,"[{""adm2_code"":5772,""adm2_name"":""Cox's Bazar""},{""adm2_code"":5775,""adm2_name"":""Lakshmipur""},{""adm2_code"":5791,""adm2_name"":""Rajbari""}]",2005-06-08,2023-09-25
2005-0261-BGD,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,BGD,Bangladesh,Southern Asia,Asia,"Maulvibazar, Habiganj districts (Sylhet province)",Heavy rains,Broken Dam/Burst bank,No,No,No,12730.0,Km2,"Kushiara, Manu, Dholai and the Khowai",2005,5.0,25.0,2005,5.0,28.0,13.0,,50000.0,,50000.0,,,64.0927402574269,"[{""adm2_code"":5821,""adm2_name"":""Habiganj""},{""adm2_code"":5822,""adm2_name"":""Maulvibazar""}]",2005-09-14,2023-09-25
2005-0273-BGD,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,BGD,Bangladesh,Southern Asia,Asia,Pabna district (Rajshahi province),,,No,No,No,,Kph,,2005,5.0,14.0,2005,5.0,14.0,2.0,100.0,,,100.0,,,64.0927402574269,"[{""adm2_code"":5815,""adm2_name"":""Pabna""}]",2005-06-08,2023-09-25
2005-0282-BGD,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,BGD,Bangladesh,Southern Asia,Asia,"Rangpur, Dinadjpur districts (Rangpur province)",,,No,No,No,,Kph,,2005,5.0,6.0,2005,5.0,6.0,11.0,,,1500.0,1500.0,,,64.0927402574269,"[{""adm2_code"":5806,""adm2_name"":""Dinajpur""},{""adm2_code"":5818,""adm2_name"":""Rangpur""}]",2005-06-03,2023-09-25
2005-0323-BGD,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,BGD,Bangladesh,Southern Asia,Asia,"Barisal, Chittagong, Dhaka, Khulna, Rajshahi, Rangpur, Sylhet provinces",,,No,No,No,,°C,,2005,7.0,,2005,7.0,,,,,,,,,64.0927402574269,"[{""adm1_code"":575,""adm1_name"":""Barisal""},{""adm1_code"":576,""adm1_name"":""Chittagong""},{""adm1_code"":577,""adm1_name"":""Dhaka""},{""adm1_code"":578,""adm1_name"":""Khulna""},{""adm1_code"":580,""adm1_name"":""Sylhet""},{""adm1_code"":61362,""adm1_name"":""Rajshahi""},{""adm1_code"":61363,""adm1_name"":""Rangpur""}]",2006-03-07,2023-09-25
2005-0375-BGD,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,BGD,Bangladesh,Southern Asia,Asia,"Kurigram, Gaibandha, Lalmonirhat, Rangpur, Nilphamari districts (Rangpur province), Sherpur, Jamalpur, Dhaka, Narayanganj, Munshiganj, Madaripur, districts (Dhaka province), Sirajganj, Bogra districts (Rajshahi province)",Monsoonal rain,,No,No,No,,Km2,"Brahammaputra-Jamuna and Ganges-Padma-Meghna basins - Teesta, Dharla, Brahmaputra, Kortoa, Ghagot",2005,7.0,7.0,2005,7.0,27.0,23.0,,1000000.0,,1000000.0,,,64.0927402574269,"[{""adm2_code"":5778,""adm2_name"":""Dhaka""},{""adm2_code"":5782,""adm2_name"":""Jamalpur""},{""adm2_code"":5784,""adm2_name"":""Madaripur""},{""adm2_code"":5786,""adm2_name"":""Munshiganj""},{""adm2_code"":5788,""adm2_name"":""Narayanganj""},{""adm2_code"":5793,""adm2_name"":""Sherpur""},{""adm2_code"":5805,""adm2_name"":""Bogra""},{""adm2_code"":5819,""adm2_name"":""Sirajganj""},{""adm2_code"":5807,""adm2_name"":""Gaibandha""},{""adm2_code"":5809,""adm2_name"":""Kurigram""},{""adm2_code"":5810,""adm2_name"":""Lalmonirhat""},{""adm2_code"":5814,""adm2_name"":""Nilphamari""},{""adm2_code"":5818,""adm2_name"":""Rangpur""}]",2005-09-14,2023-09-25
2005-0391-BGD,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,BGD,Bangladesh,Southern Asia,Asia,Cox's Bazar district (Chittagong province),,,No,No,No,,Kph,,2005,6.0,30.0,2005,6.0,30.0,35.0,,,,,,,64.0927402574269,"[{""adm2_code"":5772,""adm2_name"":""Cox's Bazar""}]",2005-07-22,2023-09-25
2005-0537-BGD,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,BGD,Bangladesh,Southern Asia,Asia,"Barisal, Chittagong, Khulna provinces",,,No,No,No,,Kph,,2005,9.0,20.0,2005,9.0,20.0,16.0,,12000.0,,12000.0,,,64.0927402574269,"[{""adm1_code"":575,""adm1_name"":""Barisal""},{""adm1_code"":576,""adm1_name"":""Chittagong""},{""adm1_code"":578,""adm1_name"":""Khulna""}]",2005-09-21,2023-09-25
2005-0590-BGD,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,BGD,Bangladesh,Southern Asia,Asia,"Naogaon, Joypurhat district (Rajshahi province), Gaibandha, Rangpur, Nilphamari, Dinajpur districts (Rangpur province)",Mosoon rains,,No,No,No,22570.0,Km2,"Jamuneshwari, Chhoto Jamuna",2005,10.0,3.0,2005,10.0,20.0,19.0,,100000.0,,100000.0,,,64.0927402574269,"[{""adm2_code"":5808,""adm2_name"":""Joypurhat""},{""adm2_code"":5811,""adm2_name"":""Naogaon""},{""adm2_code"":5806,""adm2_name"":""Dinajpur""},{""adm2_code"":5807,""adm2_name"":""Gaibandha""},{""adm2_code"":5814,""adm2_name"":""Nilphamari""},{""adm2_code"":5818,""adm2_name"":""Rangpur""}]",2007-01-15,2023-09-25
2005-0701-BGD,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,BGD,Bangladesh,Southern Asia,Asia,"Chittagong district (Chittagong province), Jessore district (Khulna province), Rajshahi, Pabna districts (Rajshahi province), Thakurgaon, Kurigram districts (Rangpur province)",,,No,No,No,8.0,°C,,2005,12.0,,2006,1.0,,100.0,,1000.0,,1000.0,,,64.0927402574269,"[{""adm2_code"":5770,""adm2_name"":""Chittagong""},{""adm2_code"":5797,""adm2_name"":""Jessore""},{""adm2_code"":5815,""adm2_name"":""Pabna""},{""adm2_code"":5817,""adm2_name"":""Rajshahi""},{""adm2_code"":5809,""adm2_name"":""Kurigram""},{""adm2_code"":5820,""adm2_name"":""Thakurgaon""}]",2007-01-17,2023-09-25
2006-0146-BGD,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,BGD,Bangladesh,Southern Asia,Asia,"Bagerhat, Khulna districts (Khulna province)",,,No,No,No,150.0,Kph,,2006,3.0,4.0,2006,3.0,4.0,4.0,549.0,5350.0,,5899.0,,,66.1603305617979,"[{""adm2_code"":5795,""adm2_name"":""Bagerhat""},{""adm2_code"":5799,""adm2_name"":""Khulna""}]",2007-03-09,2023-09-25
2006-0262-BGD,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,BGD,Bangladesh,Southern Asia,Asia,"Khagrachhari district (Chittagong province), Sylhet province",Monsoonal rain,,No,No,No,,Km2,Jamuna and tributaries,2006,5.0,31.0,2006,7.0,24.0,,,76000.0,,76000.0,,,66.1603305617979,"[{""adm1_code"":580,""adm1_name"":""Sylhet""},{""adm2_code"":5774,""adm2_name"":""Khagrachhari""}]",2007-01-06,2023-09-25
2006-0502-BGD,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2006-000131,,BGD,Bangladesh,Southern Asia,Asia,"Jessore, Khulna, Satkhira districts (Khulna province)",Monsoonal rain,,No,No,No,28080.0,Km2,,2006,8.0,24.0,2006,9.0,20.0,,,135775.0,,135775.0,,,66.1603305617979,"[{""adm2_code"":5797,""adm2_name"":""Jessore""},{""adm2_code"":5799,""adm2_name"":""Khulna""},{""adm2_code"":5804,""adm2_name"":""Satkhira""}]",2007-01-07,2025-03-06
2006-0510-BGD,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,BGD,Bangladesh,Southern Asia,Asia,"Hatiya area (Noakhali district, Chittagong province), Bagerhat district (Khulna province), Patuakhali, Barguna districts (Barisal province)",,Flood,No,No,No,,Kph,,2006,9.0,18.0,2006,10.0,5.0,115.0,,9135.0,,9135.0,,,66.1603305617979,"[{""adm2_code"":5761,""adm2_name"":""Barguna""},{""adm2_code"":5765,""adm2_name"":""Patuakhali""},{""adm2_code"":5776,""adm2_name"":""Noakhali""},{""adm2_code"":5795,""adm2_name"":""Bagerhat""}]",2007-01-09,2023-09-25
2006-0737-BGD,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,BGD,Bangladesh,Southern Asia,Asia,Dhaka province,,,No,No,No,,Kph,,2006,4.0,5.0,2006,4.0,6.0,9.0,65.0,,1400.0,1465.0,,,66.1603305617979,"[{""adm1_code"":577,""adm1_name"":""Dhaka""}]",2007-03-09,2023-09-25
2006-0738-BGD,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,BGD,Bangladesh,Southern Asia,Asia,"Tangail district (Dhaka province), Sirajganj district (Rajshahi province)",,Flood,No,No,No,,Kph,,2006,4.0,8.0,2006,4.0,8.0,22.0,500.0,,1000.0,1500.0,,,66.1603305617979,"[{""adm2_code"":5794,""adm2_name"":""Tangail""},{""adm2_code"":5819,""adm2_name"":""Sirajganj""}]",2007-03-09,2023-09-25
2006-0739-BGD,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,BGD,Bangladesh,Southern Asia,Asia,"Rajshahi, Khulna provinces",,Hail,No,No,No,,Kph,,2006,4.0,22.0,2006,4.0,24.0,4.0,150.0,,,150.0,,,66.1603305617979,"[{""adm1_code"":578,""adm1_name"":""Khulna""},{""adm1_code"":61362,""adm1_name"":""Rajshahi""}]",2007-03-09,2023-09-25
2007-0033-BGD,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,GLIDE:CW-2007-000001,,BGD,Bangladesh,Southern Asia,Asia,"Panchagarh, Thakurgaon, Dinajpur, Nilphamari, Lalmonirhat, Gaibandha, Kurigram, Rangpur districts (Rangpur province), Joypurhat, Bogra, Sirajganj, Rajshahi, Pabna, Nawabganj districts (Rajshahi province), Mymensingh, Jamalpur, Kishoreganj, Sherpur, Gazipur, Shariatpur, Rajbari, Gopalganj districts (Dhaka), Jhalokati district (Barisal province), Khulna district (Khulna province), Brahamanbaria district (Chittagong province), Sylhet, Maulvibazar, Sunamganj districts (Sylhet province)",,,No,No,No,5.0,°C,,2007,1.0,,2007,1.0,,130.0,,100000.0,,100000.0,,,68.0476738315874,"[{""adm2_code"":5764,""adm2_name"":""Jhalokati""},{""adm2_code"":5768,""adm2_name"":""Brahamanbaria""},{""adm2_code"":5780,""adm2_name"":""Gazipur""},{""adm2_code"":5781,""adm2_name"":""Gopalganj""},{""adm2_code"":5782,""adm2_name"":""Jamalpur""},{""adm2_code"":5783,""adm2_name"":""Kishoreganj""},{""adm2_code"":5787,""adm2_name"":""Mymensingh""},{""adm2_code"":5791,""adm2_name"":""Rajbari""},{""adm2_code"":5792,""adm2_name"":""Shariatpur""},{""adm2_code"":5793,""adm2_name"":""Sherpur""},{""adm2_code"":5799,""adm2_name"":""Khulna""},{""adm2_code"":5822,""adm2_name"":""Maulvibazar""},{""adm2_code"":5823,""adm2_name"":""Sunamganj""},{""adm2_code"":5824,""adm2_name"":""Sylhet""},{""adm2_code"":5805,""adm2_name"":""Bogra""},{""adm2_code"":5808,""adm2_name"":""Joypurhat""},{""adm2_code"":5813,""adm2_name"":""Nawabganj""},{""adm2_code"":5815,""adm2_name"":""Pabna""},{""adm2_code"":5817,""adm2_name"":""Rajshahi""},{""adm2_code"":5819,""adm2_name"":""Sirajganj""},{""adm2_code"":5806,""adm2_name"":""Dinajpur""},{""adm2_code"":5807,""adm2_name"":""Gaibandha""},{""adm2_code"":5809,""adm2_name"":""Kurigram""},{""adm2_code"":5810,""adm2_name"":""Lalmonirhat""},{""adm2_code"":5814,""adm2_name"":""Nilphamari""},{""adm2_code"":5816,""adm2_name"":""Panchagarh""},{""adm2_code"":5818,""adm2_name"":""Rangpur""},{""adm2_code"":5820,""adm2_name"":""Thakurgaon""}]",2008-08-04,2023-09-25
2007-0161-BGD,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2007-000080,,BGD,Bangladesh,Southern Asia,Asia,Chittagong district (Chittagong province),Monsoonal rain,"Slide (land, mud, snow, rock)",No,No,No,,Km2,,2007,6.0,11.0,2007,6.0,12.0,120.0,60.0,80000.0,,80060.0,14000.0,20574.0,68.0476738315874,"[{""adm2_code"":5770,""adm2_name"":""Chittagong""}]",2008-08-04,2023-09-25
2007-0227-BGD,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2007-000060,,BGD,Bangladesh,Southern Asia,Asia,"Cox's Bazar, Chittagong districts (Chittagong province)",,,No,No,No,88.0,Kph,,2007,5.0,15.0,2007,5.0,15.0,41.0,,,225.0,225.0,,,68.0476738315874,"[{""adm2_code"":5770,""adm2_name"":""Chittagong""},{""adm2_code"":5772,""adm2_name"":""Cox's Bazar""}]",2008-08-04,2023-09-25
2007-0311-BGD,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,BGD,Bangladesh,Southern Asia,Asia,"Goalanda village (Goalandaghat area, Rajbari district, Dhaka province), Aricha port (Shibalaya area, Manikganj district, Dhaka province), Bhagyakul village (Sreenagar area, Munshiganj district, Dhaka province), Bandarban, Feni, Comilla districts (Chittagong province), Sirajganj district (Rajshahi province), Rangpur province",Monsoonal rain,"Slide (land, mud, snow, rock)",No,No,No,7000.0,Km2,Brahmaputra-Jamuna and Ganges-Padma tributaries,2007,7.0,21.0,2007,8.0,3.0,1110.0,,13771380.0,,13771380.0,100000.0,146956.0,68.0476738315874,"[{""adm1_code"":61363,""adm1_name"":""Rangpur""},{""adm2_code"":5767,""adm2_name"":""Bandarban""},{""adm2_code"":5771,""adm2_name"":""Comilla""},{""adm2_code"":5773,""adm2_name"":""Feni""},{""adm2_code"":5786,""adm2_name"":""Munshiganj""},{""adm2_code"":5791,""adm2_name"":""Rajbari""},{""adm2_code"":5819,""adm2_name"":""Sirajganj""}]",2008-07-31,2023-09-25
2007-0509-BGD,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,BGD,Bangladesh,Southern Asia,Asia,,,,No,No,No,,,,2007,7.0,29.0,2007,10.0,9.0,54.0,,236558.0,,236558.0,,,68.0476738315874,,2007-10-17,2023-09-25
2007-0510-BGD,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,ARI,BGD,Bangladesh,Southern Asia,Asia,,,,No,No,No,,Vaccinated,,2007,7.0,30.0,2007,10.0,9.0,32.0,,48352.0,,48352.0,,,68.0476738315874,,2007-10-17,2023-09-25
2007-0556-BGD,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2007-000208,Cyclone 'Sidr',BGD,Bangladesh,Southern Asia,Asia,"Bagerhat, Khulna, Satkhira districts (Khulna province), Patuakhali, Barguna, Pirojpur, Barisal, Jhalokati, Bhola districts (Barisal province), Madaripur, Gopalganj, Shariatpur districts (Dhaka province)",,Flood,Yes,No,No,250.0,Kph,,2007,11.0,15.0,2007,11.0,19.0,4234.0,55282.0,8923259.0,,8978541.0,2300000.0,3379983.0,68.0476738315874,"[{""adm2_code"":5761,""adm2_name"":""Barguna""},{""adm2_code"":5762,""adm2_name"":""Barisal""},{""adm2_code"":5763,""adm2_name"":""Bhola""},{""adm2_code"":5764,""adm2_name"":""Jhalokati""},{""adm2_code"":5765,""adm2_name"":""Patuakhali""},{""adm2_code"":5766,""adm2_name"":""Pirojpur""},{""adm2_code"":5781,""adm2_name"":""Gopalganj""},{""adm2_code"":5784,""adm2_name"":""Madaripur""},{""adm2_code"":5792,""adm2_name"":""Shariatpur""},{""adm2_code"":5795,""adm2_name"":""Bagerhat""},{""adm2_code"":5799,""adm2_name"":""Khulna""},{""adm2_code"":5804,""adm2_name"":""Satkhira""}]",2009-05-27,2023-09-25
2008-0285-BGD,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,BGD,Bangladesh,Southern Asia,Asia,"Cox's Bazar, Chittagong districts (Chittagong province)",Moonsonal rain,"Slide (land, mud, snow, rock)",No,No,No,,Km2,,2008,6.0,26.0,2008,7.0,13.0,16.0,2.0,,20000.0,20002.0,,,70.6600890345053,"[{""adm2_code"":5770,""adm2_name"":""Chittagong""},{""adm2_code"":5772,""adm2_name"":""Cox's Bazar""}]",2009-03-18,2023-09-25
